date,lat,lon,cofire,ch4fire,nmhcfire,noxfire,pm2p5fire,crfire,ch3ohfire,c2h5ohfire,c3h8fire,c2h4fire,c3h6fire,c5h8fire,toluenefire,hialkenesfire,hialkanesfire,ch2ofire,c2h4ofire,c3h6ofire,c2h6fire,c7h8fire,c6h6fire,c8h10fire,c4h8fire,c5h10fire,c6h12fire,c8h16fire,c4h10fire,c5h12fire,c6h14fire,c7h16fire,alkanes_light_alkanes_c2_c3,alkanes_medium_alkanes_c4_c6,alkanes_higher_alkanes_c>4,alkanes_total,alkenes_light_alkenes_c2_c4,alkenes_medium_alkenes_c5_c8,alkenes_higher_alkenes_c>4,alkenes_total,isoprene_isoprene,isoprene_total,aromatics_benzene,aromatics_toluene,aromatics_xylene,aromatics_total,ovocs_aldehydes,ovocs_ketones,ovocs_alcohols,ovocs_total,other_carbon_monoxide,other_nox,other_particulate_matter,other_non_methane_hydrocarbons,other_combustion_rate,other_total,terpenesfire,terpenes_monoterpenes,terpenes_total,mami,apt,other_mean_altitude_of_maximum_injection,other_altitude_of_plume_top,c2h6sfire,other_dms
2018-08-29,4.610000e+01,-1.163000e+02,9.169803e-10,8.387288e-11,9.884016e-11,1.972251e-11,7.435976e-11,1.013549e-08,3.411368e-11,1.783847e-13,1.400166e-12,1.195887e-11,6.057486e-12,3.709763e-12,6.371112e-12,2.742954e-12,3.728269e-12,2.183996e-11,2.637157e-11,1.071264e-11,1.140866e-11,2.083381e-12,2.858489e-12,6.320204e-13,2.048093e-12,5.316789e-13,2.707624e-13,3.069606e-14,3.718278e-13,5.429728e-13,2.363018e-12,6.906613e-13,9.668170e-11,3.968480e-12,3.728269e-12,1.043784e-10,2.006445e-11,8.331374e-13,2.742954e-12,2.364054e-11,3.709763e-12,3.709763e-12,2.858489e-12,8.454493e-12,6.320204e-13,1.194500e-11,4.821153e-11,1.071264e-11,3.429207e-11,9.321624e-11,9.169803e-10,1.972251e-11,7.435976e-11,9.884016e-11,1.013549e-08,1.549952e+03,,,,9.999619e+02,5.499901e+02,9.999619e+02,5.499901e+02,,
2018-08-29,4.630000e+01,-1.163000e+02,9.169803e-10,8.387287e-11,1.070768e-10,2.465314e-11,9.294970e-11,1.013549e-08,3.790409e-11,1.783847e-13,1.866888e-12,1.366728e-11,6.057485e-12,4.328055e-12,6.371112e-12,2.742953e-12,4.142521e-12,2.183996e-11,2.930174e-11,1.168651e-11,1.244581e-11,2.083381e-12,2.858488e-12,7.022448e-13,2.048093e-12,5.316789e-13,2.707624e-13,3.069606e-14,3.718278e-13,6.515673e-13,2.584550e-12,7.367055e-13,9.818557e-11,4.344651e-12,4.142521e-12,1.066727e-10,2.177286e-11,8.331374e-13,2.742953e-12,2.534895e-11,4.328055e-12,4.328055e-12,2.858488e-12,8.454493e-12,7.022448e-13,1.201523e-11,5.114170e-11,1.168651e-11,3.808247e-11,1.009107e-10,9.169803e-10,2.465314e-11,9.294970e-11,1.070768e-10,1.013549e-08,1.975029e+03,,,,1.350039e+03,6.249905e+02,1.350039e+03,6.249905e+02,,
2018-08-29,4.630000e+01,-1.161000e+02,4.584901e-10,4.659604e-11,4.942008e-11,9.861254e-12,3.717988e-11,5.791710e-09,1.895204e-11,1.019341e-13,9.334442e-13,6.833638e-12,3.028743e-12,1.854881e-12,2.123704e-12,1.371477e-12,2.071260e-12,1.247998e-11,1.465087e-11,5.843256e-12,6.222902e-12,6.944602e-13,1.429244e-12,3.511224e-13,1.228856e-12,2.658395e-13,1.353812e-13,1.534803e-14,1.859139e-13,3.257837e-13,1.255353e-12,3.683527e-13,5.375239e-11,2.135403e-12,2.071260e-12,5.795905e-11,1.109124e-11,4.165687e-13,1.371477e-12,1.287928e-11,1.854881e-12,1.854881e-12,1.429244e-12,2.818165e-12,3.511224e-13,4.598531e-12,2.713085e-11,5.843256e-12,1.905398e-11,5.202808e-11,4.584901e-10,9.861254e-12,3.717988e-11,4.942008e-11,5.791710e-09,6.346661e-09,,,,,,,,,
2018-08-29,4.630000e+01,-1.205000e+02,3.056601e-10,9.319209e-12,1.647336e-11,9.861253e-12,1.858994e-11,5.791710e-09,7.580818e-12,1.019341e-13,4.667221e-13,5.125229e-12,1.514371e-12,,2.123704e-12,1.371477e-12,8.285040e-13,3.119994e-12,2.930174e-12,2.921628e-12,2.074301e-12,6.944602e-13,1.429244e-12,7.022448e-14,8.192373e-13,2.658395e-13,5.415248e-13,3.069606e-14,1.859139e-13,1.085946e-13,3.692215e-13,9.208818e-14,1.186023e-11,7.558181e-13,8.285040e-13,1.344455e-11,7.458837e-12,8.380603e-13,1.371477e-12,9.668375e-12,,,1.429244e-12,2.818165e-12,7.022448e-14,4.317633e-12,6.050168e-12,2.921628e-12,7.682752e-12,1.665455e-11,3.056601e-10,9.861253e-12,1.858994e-11,1.647336e-11,5.791710e-09,1.424992e+03,,,,1.049990e+03,3.750019e+02,1.049990e+03,3.750019e+02,,
2018-08-29,4.650000e+01,-1.165000e+02,4.737732e-09,2.143418e-10,2.553371e-10,1.528494e-10,5.762881e-10,4.488575e-08,8.338899e-11,7.899892e-13,1.166805e-11,5.296069e-11,2.574431e-11,4.328056e-12,4.247408e-11,2.125789e-11,1.284181e-11,9.671981e-11,4.248752e-11,3.019015e-11,3.215166e-11,1.736150e-11,2.286790e-11,2.176959e-12,1.269818e-11,4.120512e-12,4.196817e-12,2.378945e-13,5.763330e-12,3.366431e-12,2.289173e-12,1.427367e-12,2.581615e-10,1.284630e-11,1.284181e-11,2.838496e-10,9.140318e-11,8.555224e-12,2.125789e-11,1.212163e-10,4.328056e-12,4.328056e-12,2.286790e-11,5.983559e-11,2.176959e-12,8.488045e-11,1.392073e-10,3.019015e-11,8.417898e-11,2.535765e-10,4.737732e-09,1.528494e-10,5.762881e-10,2.553371e-10,4.488575e-08,1.822757e+03,9.996056e-12,9.996056e-12,9.996056e-12,9.363718e+02,8.863855e+02,9.363718e+02,8.863855e+02,3.640234e-12,3.640234e-12
2018-08-29,4.650000e+01,-1.213000e+02,4.584901e-10,1.863842e-11,2.471004e-11,1.479188e-11,5.576982e-11,4.343782e-09,7.580818e-12,7.645056e-14,9.334442e-13,5.125229e-12,3.028743e-12,6.182936e-13,4.247408e-12,2.057215e-12,1.242756e-12,9.359982e-12,4.395261e-12,2.921628e-12,3.111451e-12,1.388920e-12,2.858488e-12,2.106734e-13,1.228856e-12,3.987592e-13,4.061436e-13,2.302205e-14,5.577416e-13,3.257837e-13,2.215329e-13,1.381323e-13,2.268331e-11,1.243190e-12,1.242756e-12,2.516926e-11,9.382828e-12,8.279249e-13,2.057215e-12,1.226797e-11,6.182936e-13,6.182936e-13,2.858488e-12,5.636329e-12,2.106734e-13,8.705490e-12,1.375524e-11,2.921628e-12,7.657269e-12,2.433414e-11,4.584901e-10,1.479188e-11,5.576982e-11,2.471004e-11,4.343782e-09,4.897896e-09,9.673603e-13,9.673603e-13,9.673603e-13,,,,,3.522807e-13,3.522807e-13
2018-08-29,4.670000e+01,-1.165000e+02,4.584901e-10,1.863842e-11,2.471004e-11,1.479188e-11,5.576982e-11,4.343782e-09,7.580818e-12,7.645056e-14,1.400166e-12,5.125229e-12,3.028743e-12,6.182936e-13,4.247408e-12,2.057215e-12,1.242756e-12,9.359982e-12,4.395261e-12,2.921628e-12,3.111451e-12,2.083381e-12,2.858488e-12,2.106735e-13,1.228856e-12,3.987592e-13,4.061436e-13,2.302205e-14,5.577416e-13,3.257837e-13,2.215329e-13,1.381323e-13,2.315004e-11,1.243190e-12,1.242756e-12,2.563598e-11,9.382828e-12,8.279249e-13,2.057215e-12,1.226797e-11,6.182936e-13,6.182936e-13,2.858488e-12,6.330789e-12,2.106735e-13,9.399950e-12,1.375524e-11,2.921628e-12,7.657269e-12,2.433414e-11,4.584901e-10,1.479188e-11,5.576982e-11,2.471004e-11,4.343782e-09,5.500068e+02,9.673603e-13,9.673603e-13,9.673603e-13,1.999924e+02,3.500145e+02,1.999924e+02,3.500145e+02,3.522808e-13,3.522808e-13
2018-08-29,4.690000e+01,-9.970000e+01,4.584901e-10,3.727683e-11,4.942008e-11,9.861254e-12,3.717988e-11,4.343782e-09,1.895204e-11,7.645056e-14,9.334442e-13,6.833638e-12,3.028743e-12,1.854881e-12,2.123704e-12,1.371477e-12,2.071260e-12,9.359982e-12,1.318578e-11,5.843256e-12,6.222902e-12,6.944602e-13,1.429244e-12,3.511224e-13,8.192373e-13,2.658395e-13,1.353812e-13,1.534803e-14,1.859139e-13,3.257837e-13,1.181509e-12,3.223086e-13,4.443318e-11,2.015515e-12,2.071260e-12,4.851996e-11,1.068162e-11,4.165687e-13,1.371477e-12,1.246966e-11,1.854881e-12,1.854881e-12,1.429244e-12,2.818165e-12,3.511224e-13,4.598531e-12,2.254577e-11,5.843256e-12,1.902849e-11,4.741751e-11,4.584901e-10,9.861254e-12,3.717988e-11,4.942008e-11,4.343782e-09,4.898733e-09,,,,,,,,,
2018-08-29,4.750000e+01,-1.231000e+02,1.833960e-09,8.387287e-11,9.884016e-11,5.916753e-11,2.230793e-10,1.737513e-08,3.032327e-11,3.058023e-13,4.667221e-12,2.050092e-11,9.086228e-12,1.854881e-12,1.698963e-11,8.228861e-12,4.971024e-12,3.743993e-11,1.611596e-11,1.168651e-11,1.244580e-11,6.944602e-12,8.575464e-12,8.426938e-13,4.915424e-12,1.595037e-12,1.624574e-12,9.208818e-14,2.230966e-12,1.303135e-12,8.861316e-13,5.525291e-13,1.009859e-10,4.972762e-12,4.971024e-12,1.109297e-10,3.450257e-11,3.311699e-12,8.228861e-12,4.604313e-11,1.854881e-12,1.854881e-12,8.575464e-12,2.393424e-11,8.426938e-13,3.335239e-11,5.355588e-11,1.168651e-11,3.062908e-11,9.587147e-11,1.833960e-09,5.916753e-11,2.230793e-10,9.884016e-11,1.737513e-08,1.959159e-08,3.869441e-12,3.869441e-12,3.869441e-12,,,,,1.409123e-12,1.409123e-12
2018-08-29,4.770000e+01,-1.205000e+02,1.833960e-09,8.387287e-11,9.884016e-11,5.916753e-11,2.230793e-10,1.737513e-08,3.032327e-11,3.058023e-13,4.667221e-12,2.050092e-11,9.086228e-12,1.854881e-12,1.698963e-11,8.228861e-12,4.971024e-12,3.743993e-11,1.611596e-11,1.168651e-11,1.244580e-11,6.944602e-12,8.575464e-12,8.426938e-13,4.915424e-12,1.595037e-12,1.624574e-12,9.208818e-14,2.230966e-12,1.303135e-12,8.861316e-13,5.525291e-13,1.009859e-10,4.972762e-12,4.971024e-12,1.109297e-10,3.450257e-11,3.311699e-12,8.228861e-12,4.604313e-11,1.854881e-12,1.854881e-12,8.575464e-12,2.393424e-11,8.426938e-13,3.335239e-11,5.355588e-11,1.168651e-11,3.062908e-11,9.587147e-11,1.833960e-09,5.916753e-11,2.230793e-10,9.884016e-11,1.737513e-08,1.959159e-08,3.869441e-12,3.869441e-12,3.869441e-12,,,,,1.409123e-12,1.409123e-12
2018-08-29,4.790000e+01,-1.033000e+02,1.528300e-10,9.319209e-12,8.236680e-12,4.930627e-12,1.858994e-11,2.895855e-09,3.790409e-12,5.096704e-14,4.667221e-13,1.708410e-12,1.514371e-12,,2.123704e-12,6.857384e-13,4.142520e-13,3.119994e-12,1.465087e-12,9.738759e-13,1.037150e-12,6.944602e-13,1.429244e-12,7.022448e-14,4.096187e-13,1.329197e-13,2.707624e-13,1.534803e-14,,,2.215329e-13,4.604409e-14,1.082308e-11,2.675770e-13,4.142520e-13,1.150491e-11,3.632400e-12,4.190302e-13,6.857384e-13,4.737168e-12,,,1.429244e-12,2.818165e-12,7.022448e-14,4.317633e-12,4.585081e-12,9.738759e-13,3.841376e-12,9.400333e-12,1.528300e-10,4.930627e-12,1.858994e-11,8.236680e-12,2.895855e-09,3.080442e-09,,,,,,,,,
2018-08-29,4.790000e+01,-1.025000e+02,1.528300e-10,9.319209e-12,1.647336e-11,4.930627e-12,1.858994e-11,1.447927e-09,3.790409e-12,2.548352e-14,4.667221e-13,1.708410e-12,1.514371e-12,6.182936e-13,,6.857384e-13,4.142520e-13,3.119994e-12,4.395261e-12,1.947752e-12,2.074301e-12,,,7.022448e-14,4.096187e-13,1.329197e-13,,7.674015e-15,,1.085946e-13,3.692215e-13,9.208818e-14,1.186023e-11,5.699042e-13,4.142520e-13,1.284439e-11,3.632400e-12,1.405937e-13,6.857384e-13,4.458732e-12,6.182936e-13,6.182936e-13,,,7.022448e-14,7.022448e-14,7.515255e-12,1.947752e-12,3.815892e-12,1.327890e-11,1.528300e-10,4.930627e-12,1.858994e-11,1.647336e-11,1.447927e-09,1.640751e-09,,,,,,,,,
2018-08-29,4.790000e+01,-9.850000e+01,1.528300e-10,9.319209e-12,1.647336e-11,4.930627e-12,1.858994e-11,1.447927e-09,7.580818e-12,2.548352e-14,4.667221e-13,1.708410e-12,1.514371e-12,6.182936e-13,,6.857384e-13,8.285040e-13,3.119994e-12,4.395261e-12,1.947752e-12,2.074301e-12,,,1.404490e-13,4.096187e-13,1.329197e-13,,7.674015e-15,,1.085946e-13,3.692215e-13,9.208818e-14,1.186023e-11,5.699042e-13,8.285040e-13,1.325864e-11,3.632400e-12,1.405937e-13,6.857384e-13,4.458732e-12,6.182936e-13,6.182936e-13,,,1.404490e-13,1.404490e-13,7.515255e-12,1.947752e-12,7.606301e-12,1.706931e-11,1.528300e-10,4.930627e-12,1.858994e-11,1.647336e-11,1.447927e-09,1.640751e-09,,,,,,,,,
2018-08-29,4.790000e+01,-1.205000e+02,4.584901e-10,1.863842e-11,2.471004e-11,1.479188e-11,5.576982e-11,4.343782e-09,7.580818e-12,7.645056e-14,9.334442e-13,5.125229e-12,1.514371e-12,6.182936e-13,4.247408e-12,2.057215e-12,1.242756e-12,9.359982e-12,4.395261e-12,2.921628e-12,3.111451e-12,1.388920e-12,1.429244e-12,2.106734e-13,1.228856e-12,3.987592e-13,4.061436e-13,2.302205e-14,5.577416e-13,3.257837e-13,2.215329e-13,1.381323e-13,2.268331e-11,1.243190e-12,1.242756e-12,2.516926e-11,7.868456e-12,8.279249e-13,2.057215e-12,1.075360e-11,6.182936e-13,6.182936e-13,1.429244e-12,5.636329e-12,2.106734e-13,7.276246e-12,1.375524e-11,2.921628e-12,7.657269e-12,2.433414e-11,4.584901e-10,1.479188e-11,5.576982e-11,2.471004e-11,4.343782e-09,4.897896e-09,9.673603e-13,9.673603e-13,9.673603e-13,,,,,3.522807e-13,3.522807e-13
2018-08-29,4.790000e+01,-1.207000e+02,4.584901e-10,1.863842e-11,2.471004e-11,1.479188e-11,5.576982e-11,4.343782e-09,7.580818e-12,7.645056e-14,9.334442e-13,5.125229e-12,1.514371e-12,6.182936e-13,4.247408e-12,2.057215e-12,1.242756e-12,9.359982e-12,4.395261e-12,2.921628e-12,3.111451e-12,1.388920e-12,1.429244e-12,2.106734e-13,1.228856e-12,3.987592e-13,4.061436e-13,2.302205e-14,5.577416e-13,3.257837e-13,2.215329e-13,1.381323e-13,2.268331e-11,1.243190e-12,1.242756e-12,2.516926e-11,7.868456e-12,8.279249e-13,2.057215e-12,1.075360e-11,6.182936e-13,6.182936e-13,1.429244e-12,5.636329e-12,2.106734e-13,7.276246e-12,1.375524e-11,2.921628e-12,7.657269e-12,2.433414e-11,4.584901e-10,1.479188e-11,5.576982e-11,2.471004e-11,4.343782e-09,4.897896e-09,9.673603e-13,9.673603e-13,9.673603e-13,,,,,3.522807e-13,3.522807e-13
2018-08-29,4.810000e+01,-1.025000e+02,1.528300e-10,9.319209e-12,8.236680e-12,4.930627e-12,1.858994e-11,1.447927e-09,3.790409e-12,2.548352e-14,,1.708410e-12,,6.182936e-13,,6.857384e-13,4.142520e-13,3.119994e-12,2.930174e-12,9.738759e-13,1.037150e-12,,,7.022448e-14,4.096187e-13,,,7.674015e-15,,1.085946e-13,2.953772e-13,9.208818e-14,1.035636e-11,4.960600e-13,4.142520e-13,1.126667e-11,2.118028e-12,7.674015e-15,6.857384e-13,2.811441e-12,6.182936e-13,6.182936e-13,,,7.022448e-14,7.022448e-14,6.050168e-12,9.738759e-13,3.815892e-12,1.083994e-11,1.528300e-10,4.930627e-12,1.858994e-11,8.236680e-12,1.447927e-09,1.632515e-09,,,,,,,,,
2018-08-29,4.830000e+01,-1.203000e+02,6.266031e-09,2.795762e-10,3.377039e-10,2.021557e-10,7.621875e-10,5.936502e-08,1.099218e-10,1.044824e-12,1.586855e-11,7.004479e-11,3.331617e-11,6.182936e-12,5.521631e-11,2.811527e-11,1.698433e-11,1.279197e-10,5.713839e-11,3.992891e-11,4.252317e-11,2.361165e-11,3.144337e-11,2.879204e-12,1.679436e-11,5.449709e-12,5.550629e-12,3.146346e-13,7.622469e-12,4.452377e-12,3.027616e-12,1.887808e-12,3.379680e-10,1.699027e-11,1.698433e-11,3.719426e-10,1.201553e-10,1.131497e-11,2.811527e-11,1.595856e-10,6.182936e-12,6.182936e-12,3.144337e-11,7.882796e-11,2.879204e-12,1.131505e-10,1.850581e-10,3.992891e-11,1.109667e-10,3.359537e-10,6.266031e-09,2.021557e-10,7.621875e-10,3.377039e-10,5.936502e-08,6.452657e+02,1.322059e-11,1.322059e-11,1.322059e-11,3.529702e+02,2.922955e+02,3.529702e+02,2.922955e+02,4.814503e-12,4.814503e-12
2018-08-29,4.850000e+01,-1.205000e+02,7.641502e-10,2.795762e-11,4.118340e-11,2.465314e-11,9.294970e-11,7.239637e-09,1.137123e-11,1.274176e-13,1.866889e-12,8.542047e-12,3.028743e-12,6.182936e-13,6.371112e-12,3.428692e-12,2.071260e-12,1.559997e-11,5.860349e-12,4.869380e-12,5.185752e-12,2.777841e-12,2.858488e-12,3.511224e-13,2.048093e-12,6.645987e-13,6.769061e-13,3.837008e-14,9.295694e-13,5.429728e-13,3.692215e-13,2.302205e-13,3.501027e-11,2.071984e-12,2.071260e-12,3.915351e-11,1.361888e-11,1.379875e-12,3.428692e-12,1.842745e-11,6.182936e-13,6.182936e-13,2.858488e-12,9.148953e-12,3.511224e-13,1.235856e-11,2.146032e-11,4.869380e-12,1.149864e-11,3.782834e-11,7.641502e-10,2.465314e-11,9.294970e-11,4.118340e-11,7.239637e-09,1.583286e+03,1.612267e-12,1.612267e-12,1.612267e-12,1.190431e+03,3.928555e+02,1.190431e+03,3.928555e+02,5.871346e-13,5.871346e-13
2018-08-29,4.870000e+01,-1.203000e+02,2.109054e-08,9.598784e-10,1.136662e-09,6.804265e-10,2.565412e-09,1.998140e-07,3.752505e-10,3.516726e-12,5.413976e-11,2.357605e-10,1.135778e-10,2.040369e-11,1.953808e-10,9.463191e-11,5.716678e-11,4.305592e-10,1.948566e-10,1.343949e-10,1.431268e-10,8.055738e-11,1.057641e-10,9.690976e-12,5.652737e-11,1.834292e-11,1.868261e-11,1.059014e-12,2.565611e-11,1.498605e-11,1.019051e-11,6.354085e-12,1.157145e-09,5.718676e-11,5.716678e-11,1.271499e-09,4.058657e-10,3.808454e-11,9.463191e-11,5.385822e-10,2.040369e-11,2.040369e-11,1.057641e-10,2.759382e-10,9.690976e-12,3.913932e-10,6.254157e-10,1.343949e-10,3.787672e-10,1.138578e-09,2.109054e-08,6.804265e-10,2.565412e-09,1.136662e-09,1.998140e-07,1.449185e+03,4.449857e-11,4.449857e-11,4.449857e-11,6.508090e+02,7.983763e+02,6.508090e+02,7.983763e+02,1.620491e-11,1.620491e-11
